group,id,course,module,grade
9,536,Community Building and Social Organization,1,9.5
9,536,Community Building and Social Organization,1,11.5
9,536,Community Building and Social Organization,1,5.5
9,536,Community Building and Social Organization,1,9.5
9,536,Community Building and Social Organization,1,6
9,536,Community Building and Social Organization,1,6.5
9,536,Community Building and Social Organization,1,4.5
9,536,Mechanical Engineering and Vehicle Repair,1,8
9,536,Mechanical Engineering and Vehicle Repair,1,8
9,536,Mechanical Engineering and Vehicle Repair,1,7
9,536,Mechanical Engineering and Vehicle Repair,1,5
9,536,Mechanical Engineering and Vehicle Repair,1,7
9,536,Mechanical Engineering and Vehicle Repair,1,8
9,536,Moral Philosophy and Ethical Decision-Making,1,7
9,536,Moral Philosophy and Ethical Decision-Making,1,13
9,536,Moral Philosophy and Ethical Decision-Making,1,11
9,536,Moral Philosophy and Ethical Decision-Making,1,11
9,536,Post-Apocalyptic History and Archaeology,2,10.5
9,536,Post-Apocalyptic History and Archaeology,2,11.1
9,536,Post-Apocalyptic History and Archaeology,2,11.1
9,536,Post-Apocalyptic History and Archaeology,2,9.8
9,536,Radiation Ecology and Environmental Science,1,6.6
9,536,Radiation Ecology and Environmental Science,1,0
9,536,Radiation Ecology and Environmental Science,1,10.1
9,536,Radiation Ecology and Environmental Science,1,6.7
9,536,Renewable Energy and Sustainable Living,1,5
9,536,Renewable Energy and Sustainable Living,1,3.5
9,536,Renewable Energy and Sustainable Living,1,2.5
9,536,Renewable Energy and Sustainable Living,1,1
9,536,Renewable Energy and Sustainable Living,1,8
9,536,Renewable Energy and Sustainable Living,1,7.5
9,536,Scavenging and Resource Management,2,6.75
9,536,Scavenging and Resource Management,2,15
9,536,Scavenging and Resource Management,2,8.75
9,536,Scavenging and Resource Management,2,9.75
9,536,Scavenging and Resource Management,2,9.5
9,536,Survival Skills and Wilderness Medicine,2,10.5
9,536,Survival Skills and Wilderness Medicine,2,11
9,536,Survival Skills and Wilderness Medicine,2,13.5
9,536,Survival Skills and Wilderness Medicine,2,8.75
9,536,Survival Skills and Wilderness Medicine,2,11.25
9,546,Art and Expression in a Post-Apocalyptic World,3,6
9,546,Art and Expression in a Post-Apocalyptic World,3,7.2
9,546,Art and Expression in a Post-Apocalyptic World,3,8.1
9,546,Art and Expression in a Post-Apocalyptic World,3,6.1
9,546,Art and Expression in a Post-Apocalyptic World,3,5.2
9,546,Art and Expression in a Post-Apocalyptic World,3,7
9,546,Combat Tactics and Self-Defense,2,6
9,546,Combat Tactics and Self-Defense,2,14
9,546,Combat Tactics and Self-Defense,2,8
9,546,Combat Tactics and Self-Defense,2,7
9,546,Community Building and Social Organization,1,13
9,546,Community Building and Social Organization,1,4
9,546,Community Building and Social Organization,1,9
9,546,Community Building and Social Organization,1,9
9,546,Community Building and Social Organization,1,6.5
9,546,Community Building and Social Organization,1,7.5
9,546,Community Building and Social Organization,1,7.5
9,546,Mechanical Engineering and Vehicle Repair,1,7
9,546,Mechanical Engineering and Vehicle Repair,1,7
9,546,Mechanical Engineering and Vehicle Repair,1,9
9,546,Mechanical Engineering and Vehicle Repair,1,10
9,546,Mechanical Engineering and Vehicle Repair,1,7
9,546,Mechanical Engineering and Vehicle Repair,1,9
9,546,Moral Philosophy and Ethical Decision-Making,1,10
9,546,Moral Philosophy and Ethical Decision-Making,1,13
9,546,Moral Philosophy and Ethical Decision-Making,1,10
9,546,Post-Apocalyptic History and Archaeology,2,7.7
9,546,Post-Apocalyptic History and Archaeology,2,8.9
9,546,Post-Apocalyptic History and Archaeology,2,10.6
9,546,Post-Apocalyptic History and Archaeology,2,9
9,546,Radiation Ecology and Environmental Science,1,6.3
9,546,Radiation Ecology and Environmental Science,1,8.7
9,546,Radiation Ecology and Environmental Science,1,9.9
9,546,Radiation Ecology and Environmental Science,1,4.8
9,546,Renewable Energy and Sustainable Living,1,5.5
9,546,Renewable Energy and Sustainable Living,1,6
9,546,Renewable Energy and Sustainable Living,1,4
9,546,Renewable Energy and Sustainable Living,1,9.5
9,546,Renewable Energy and Sustainable Living,1,7
9,546,Renewable Energy and Sustainable Living,1,8.5
9,546,Renewable Energy and Sustainable Living,1,5.5
9,546,Scavenging and Resource Management,2,11.5
9,546,Scavenging and Resource Management,2,11.25
9,546,Scavenging and Resource Management,2,9.75
9,546,Scavenging and Resource Management,2,13.5
9,546,Scavenging and Resource Management,2,8.5
9,546,Survival Skills and Wilderness Medicine,2,13.75
9,546,Survival Skills and Wilderness Medicine,2,9.25
9,546,Survival Skills and Wilderness Medicine,2,13.25
9,546,Survival Skills and Wilderness Medicine,2,12.75
9,546,Survival Skills and Wilderness Medicine,2,7.5
9,550,Art and Expression in a Post-Apocalyptic World,3,13.1
9,550,Art and Expression in a Post-Apocalyptic World,3,4.3
9,550,Art and Expression in a Post-Apocalyptic World,3,6.4
9,550,Art and Expression in a Post-Apocalyptic World,3,14.3
9,550,Art and Expression in a Post-Apocalyptic World,3,11.3
9,550,Art and Expression in a Post-Apocalyptic World,3,6.4
9,550,Art and Expression in a Post-Apocalyptic World,3,12.2
9,550,Combat Tactics and Self-Defense,2,4
9,550,Combat Tactics and Self-Defense,2,9
9,550,Combat Tactics and Self-Defense,2,9
9,550,Combat Tactics and Self-Defense,2,8
9,550,Community Building and Social Organization,1,11
9,550,Community Building and Social Organization,1,10
9,550,Community Building and Social Organization,1,10.5
9,550,Community Building and Social Organization,1,14.5
9,550,Community Building and Social Organization,1,11.5
9,550,Community Building and Social Organization,1,8.5
9,550,Community Building and Social Organization,1,9
9,550,Mechanical Engineering and Vehicle Repair,1,6
9,550,Mechanical Engineering and Vehicle Repair,1,5
9,550,Mechanical Engineering and Vehicle Repair,1,8
9,550,Mechanical Engineering and Vehicle Repair,1,9
9,550,Mechanical Engineering and Vehicle Repair,1,8
9,550,Mechanical Engineering and Vehicle Repair,1,7
9,550,Moral Philosophy and Ethical Decision-Making,1,13
9,550,Moral Philosophy and Ethical Decision-Making,1,14
9,550,Moral Philosophy and Ethical Decision-Making,1,14
9,550,Moral Philosophy and Ethical Decision-Making,1,14
9,550,Post-Apocalyptic History and Archaeology,2,10.9
9,550,Post-Apocalyptic History and Archaeology,2,10.3
9,550,Post-Apocalyptic History and Archaeology,2,8
9,550,Post-Apocalyptic History and Archaeology,2,9.9
9,550,Radiation Ecology and Environmental Science,1,0
9,550,Radiation Ecology and Environmental Science,1,11
9,550,Radiation Ecology and Environmental Science,1,8.3
9,550,Radiation Ecology and Environmental Science,1,4.8
9,550,Renewable Energy and Sustainable Living,1,6
9,550,Renewable Energy and Sustainable Living,1,3.5
9,550,Renewable Energy and Sustainable Living,1,2.5
9,550,Renewable Energy and Sustainable Living,1,2.5
9,550,Renewable Energy and Sustainable Living,1,7.5
9,550,Renewable Energy and Sustainable Living,1,6
9,550,Renewable Energy and Sustainable Living,1,9.5
9,550,Scavenging and Resource Management,2,13.75
9,550,Scavenging and Resource Management,2,11
9,550,Scavenging and Resource Management,2,7.25
9,550,Scavenging and Resource Management,2,13
9,550,Survival Skills and Wilderness Medicine,2,11.5
9,550,Survival Skills and Wilderness Medicine,2,11.5
9,550,Survival Skills and Wilderness Medicine,2,8
9,550,Survival Skills and Wilderness Medicine,2,10
9,550,Survival Skills and Wilderness Medicine,2,10.75
9,551,Art and Expression in a Post-Apocalyptic World,3,3.9
9,551,Art and Expression in a Post-Apocalyptic World,3,12.8
9,551,Art and Expression in a Post-Apocalyptic World,3,15.8
9,551,Art and Expression in a Post-Apocalyptic World,3,11.1
9,551,Art and Expression in a Post-Apocalyptic World,3,10.7
9,551,Art and Expression in a Post-Apocalyptic World,3,8.6
9,551,Combat Tactics and Self-Defense,2,6
9,551,Combat Tactics and Self-Defense,2,11
9,551,Combat Tactics and Self-Defense,2,10
9,551,Combat Tactics and Self-Defense,2,8
9,551,Community Building and Social Organization,1,10
9,551,Community Building and Social Organization,1,9
9,551,Community Building and Social Organization,1,9.5
9,551,Community Building and Social Organization,1,11.5
9,551,Community Building and Social Organization,1,8
9,551,Community Building and Social Organization,1,8
9,551,Community Building and Social Organization,1,9.5
9,551,Mechanical Engineering and Vehicle Repair,1,11
9,551,Mechanical Engineering and Vehicle Repair,1,7
9,551,Mechanical Engineering and Vehicle Repair,1,9
9,551,Mechanical Engineering and Vehicle Repair,1,9
9,551,Mechanical Engineering and Vehicle Repair,1,10
9,551,Moral Philosophy and Ethical Decision-Making,1,13
9,551,Moral Philosophy and Ethical Decision-Making,1,14
9,551,Moral Philosophy and Ethical Decision-Making,1,11
9,551,Moral Philosophy and Ethical Decision-Making,1,15
9,551,Post-Apocalyptic History and Archaeology,2,9
9,551,Post-Apocalyptic History and Archaeology,2,9.5
9,551,Post-Apocalyptic History and Archaeology,2,11.4
9,551,Post-Apocalyptic History and Archaeology,2,11
9,551,Radiation Ecology and Environmental Science,1,5.6
9,551,Radiation Ecology and Environmental Science,1,5.1
9,551,Radiation Ecology and Environmental Science,1,0
9,551,Radiation Ecology and Environmental Science,1,5.6
9,551,Renewable Energy and Sustainable Living,1,9
9,551,Renewable Energy and Sustainable Living,1,11
9,551,Renewable Energy and Sustainable Living,1,0
9,551,Renewable Energy and Sustainable Living,1,6.5
9,551,Renewable Energy and Sustainable Living,1,1
9,551,Renewable Energy and Sustainable Living,1,6
9,551,Renewable Energy and Sustainable Living,1,11
9,551,Scavenging and Resource Management,2,9.75
9,551,Scavenging and Resource Management,2,9
9,551,Scavenging and Resource Management,2,8.25
9,551,Scavenging and Resource Management,2,8.25
9,551,Scavenging and Resource Management,2,10.5
9,551,Survival Skills and Wilderness Medicine,2,9.75
9,551,Survival Skills and Wilderness Medicine,2,11.75
9,551,Survival Skills and Wilderness Medicine,2,8
9,551,Survival Skills and Wilderness Medicine,2,12.75
9,551,Survival Skills and Wilderness Medicine,2,12
9,573,Art and Expression in a Post-Apocalyptic World,3,12.2
9,573,Art and Expression in a Post-Apocalyptic World,3,13.9
9,573,Art and Expression in a Post-Apocalyptic World,3,9.6
9,573,Art and Expression in a Post-Apocalyptic World,3,8.8
9,573,Art and Expression in a Post-Apocalyptic World,3,14.3
9,573,Art and Expression in a Post-Apocalyptic World,3,14.6
9,573,Art and Expression in a Post-Apocalyptic World,3,10.2
9,573,Combat Tactics and Self-Defense,2,10
9,573,Combat Tactics and Self-Defense,2,8
9,573,Combat Tactics and Self-Defense,2,10
9,573,Combat Tactics and Self-Defense,2,10
9,573,Community Building and Social Organization,1,10
9,573,Community Building and Social Organization,1,11
9,573,Community Building and Social Organization,1,9
9,573,Community Building and Social Organization,1,9
9,573,Community Building and Social Organization,1,11
9,573,Community Building and Social Organization,1,10
9,573,Community Building and Social Organization,1,9
9,573,Mechanical Engineering and Vehicle Repair,1,8
9,573,Mechanical Engineering and Vehicle Repair,1,7
9,573,Mechanical Engineering and Vehicle Repair,1,9
9,573,Mechanical Engineering and Vehicle Repair,1,9
9,573,Mechanical Engineering and Vehicle Repair,1,7
9,573,Mechanical Engineering and Vehicle Repair,1,9
9,573,Moral Philosophy and Ethical Decision-Making,1,12
9,573,Moral Philosophy and Ethical Decision-Making,1,14
9,573,Moral Philosophy and Ethical Decision-Making,1,11
9,573,Moral Philosophy and Ethical Decision-Making,1,14
9,573,Post-Apocalyptic History and Archaeology,2,9.9
9,573,Post-Apocalyptic History and Archaeology,2,11.1
9,573,Post-Apocalyptic History and Archaeology,2,8
9,573,Post-Apocalyptic History and Archaeology,2,8.5
9,573,Radiation Ecology and Environmental Science,1,6.3
9,573,Radiation Ecology and Environmental Science,1,9.7
9,573,Radiation Ecology and Environmental Science,1,5.9
9,573,Radiation Ecology and Environmental Science,1,10.7
9,573,Renewable Energy and Sustainable Living,1,15
9,573,Renewable Energy and Sustainable Living,1,12
9,573,Renewable Energy and Sustainable Living,1,9.5
9,573,Renewable Energy and Sustainable Living,1,6.5
9,573,Renewable Energy and Sustainable Living,1,5
9,573,Renewable Energy and Sustainable Living,1,5.5
9,573,Renewable Energy and Sustainable Living,1,0
9,573,Scavenging and Resource Management,2,10.5
9,573,Scavenging and Resource Management,2,6.25
9,573,Scavenging and Resource Management,2,9
9,573,Scavenging and Resource Management,2,12.5
9,573,Scavenging and Resource Management,2,9.25
9,573,Survival Skills and Wilderness Medicine,2,10.5
9,573,Survival Skills and Wilderness Medicine,2,11.25
9,573,Survival Skills and Wilderness Medicine,2,12.75
9,573,Survival Skills and Wilderness Medicine,2,11.25
9,573,Survival Skills and Wilderness Medicine,2,12
9,583,Art and Expression in a Post-Apocalyptic World,3,17.1
9,583,Art and Expression in a Post-Apocalyptic World,3,11
9,583,Art and Expression in a Post-Apocalyptic World,3,9.4
9,583,Art and Expression in a Post-Apocalyptic World,3,7.1
9,583,Art and Expression in a Post-Apocalyptic World,3,7.8
9,583,Art and Expression in a Post-Apocalyptic World,3,14.7
9,583,Art and Expression in a Post-Apocalyptic World,3,18.9
9,583,Combat Tactics and Self-Defense,2,5
9,583,Combat Tactics and Self-Defense,2,6
9,583,Combat Tactics and Self-Defense,2,12
9,583,Combat Tactics and Self-Defense,2,5
9,583,Community Building and Social Organization,1,11
9,583,Community Building and Social Organization,1,7
9,583,Community Building and Social Organization,1,9.5
9,583,Community Building and Social Organization,1,9
9,583,Community Building and Social Organization,1,12.5
9,583,Community Building and Social Organization,1,8
9,583,Community Building and Social Organization,1,8.5
9,583,Mechanical Engineering and Vehicle Repair,1,9
9,583,Mechanical Engineering and Vehicle Repair,1,8
9,583,Mechanical Engineering and Vehicle Repair,1,6
9,583,Mechanical Engineering and Vehicle Repair,1,10
9,583,Mechanical Engineering and Vehicle Repair,1,9
9,583,Mechanical Engineering and Vehicle Repair,1,10
9,583,Moral Philosophy and Ethical Decision-Making,1,12
9,583,Moral Philosophy and Ethical Decision-Making,1,14
9,583,Moral Philosophy and Ethical Decision-Making,1,14
9,583,Moral Philosophy and Ethical Decision-Making,1,15
9,583,Post-Apocalyptic History and Archaeology,2,10.7
9,583,Post-Apocalyptic History and Archaeology,2,12.9
9,583,Post-Apocalyptic History and Archaeology,2,10
9,583,Post-Apocalyptic History and Archaeology,2,10.6
9,583,Radiation Ecology and Environmental Science,1,3.7
9,583,Radiation Ecology and Environmental Science,1,7.6
9,583,Radiation Ecology and Environmental Science,1,5.6
9,583,Radiation Ecology and Environmental Science,1,6.2
9,583,Renewable Energy and Sustainable Living,1,7
9,583,Renewable Energy and Sustainable Living,1,5.5
9,583,Renewable Energy and Sustainable Living,1,7
9,583,Renewable Energy and Sustainable Living,1,10
9,583,Renewable Energy and Sustainable Living,1,8
9,583,Renewable Energy and Sustainable Living,1,6.5
9,583,Renewable Energy and Sustainable Living,1,8
9,583,Scavenging and Resource Management,2,8.25
9,583,Scavenging and Resource Management,2,13.75
9,583,Scavenging and Resource Management,2,5.5
9,583,Scavenging and Resource Management,2,11
9,583,Scavenging and Resource Management,2,6.25
9,583,Survival Skills and Wilderness Medicine,2,11.25
9,583,Survival Skills and Wilderness Medicine,2,11.5
9,583,Survival Skills and Wilderness Medicine,2,10.75
9,583,Survival Skills and Wilderness Medicine,2,12.5
9,583,Survival Skills and Wilderness Medicine,2,12
9,601,Art and Expression in a Post-Apocalyptic World,3,3.5
9,601,Art and Expression in a Post-Apocalyptic World,3,12.7
9,601,Art and Expression in a Post-Apocalyptic World,3,10.7
9,601,Art and Expression in a Post-Apocalyptic World,3,6.1
9,601,Art and Expression in a Post-Apocalyptic World,3,9.3
9,601,Art and Expression in a Post-Apocalyptic World,3,11.4
9,601,Art and Expression in a Post-Apocalyptic World,3,15.4
9,601,Combat Tactics and Self-Defense,2,5
9,601,Combat Tactics and Self-Defense,2,6
9,601,Combat Tactics and Self-Defense,2,7
9,601,Combat Tactics and Self-Defense,2,4
9,601,Community Building and Social Organization,1,14
9,601,Community Building and Social Organization,1,4
9,601,Community Building and Social Organization,1,13.5
9,601,Community Building and Social Organization,1,9
9,601,Community Building and Social Organization,1,9
9,601,Community Building and Social Organization,1,11
9,601,Community Building and Social Organization,1,8
9,601,Mechanical Engineering and Vehicle Repair,1,7
9,601,Mechanical Engineering and Vehicle Repair,1,6
9,601,Mechanical Engineering and Vehicle Repair,1,6
9,601,Mechanical Engineering and Vehicle Repair,1,8
9,601,Mechanical Engineering and Vehicle Repair,1,8
9,601,Mechanical Engineering and Vehicle Repair,1,9
9,601,Moral Philosophy and Ethical Decision-Making,1,13
9,601,Moral Philosophy and Ethical Decision-Making,1,16
9,601,Moral Philosophy and Ethical Decision-Making,1,14
9,601,Post-Apocalyptic History and Archaeology,2,10.8
9,601,Post-Apocalyptic History and Archaeology,2,9
9,601,Post-Apocalyptic History and Archaeology,2,9.6
9,601,Post-Apocalyptic History and Archaeology,2,8.3
9,601,Radiation Ecology and Environmental Science,1,4.3
9,601,Radiation Ecology and Environmental Science,1,13.2
9,601,Radiation Ecology and Environmental Science,1,11.1
9,601,Radiation Ecology and Environmental Science,1,4.3
9,601,Renewable Energy and Sustainable Living,1,0
9,601,Renewable Energy and Sustainable Living,1,9.5
9,601,Renewable Energy and Sustainable Living,1,10
9,601,Renewable Energy and Sustainable Living,1,8.5
9,601,Renewable Energy and Sustainable Living,1,7
9,601,Renewable Energy and Sustainable Living,1,2.5
9,601,Renewable Energy and Sustainable Living,1,6
9,601,Scavenging and Resource Management,2,7
9,601,Scavenging and Resource Management,2,13.25
9,601,Scavenging and Resource Management,2,12.5
9,601,Scavenging and Resource Management,2,10.75
9,601,Scavenging and Resource Management,2,10.25
9,601,Survival Skills and Wilderness Medicine,2,12.5
9,601,Survival Skills and Wilderness Medicine,2,10
9,601,Survival Skills and Wilderness Medicine,2,8.25
9,601,Survival Skills and Wilderness Medicine,2,11.75
9,601,Survival Skills and Wilderness Medicine,2,13
9,603,Art and Expression in a Post-Apocalyptic World,3,13.8
9,603,Art and Expression in a Post-Apocalyptic World,3,9.5
9,603,Art and Expression in a Post-Apocalyptic World,3,8.2
9,603,Art and Expression in a Post-Apocalyptic World,3,16.4
9,603,Art and Expression in a Post-Apocalyptic World,3,7.6
9,603,Art and Expression in a Post-Apocalyptic World,3,16.5
9,603,Art and Expression in a Post-Apocalyptic World,3,15.6
9,603,Combat Tactics and Self-Defense,2,6
9,603,Combat Tactics and Self-Defense,2,6
9,603,Combat Tactics and Self-Defense,2,8
9,603,Combat Tactics and Self-Defense,2,4
9,603,Community Building and Social Organization,1,5.5
9,603,Community Building and Social Organization,1,9.5
9,603,Community Building and Social Organization,1,9.5
9,603,Community Building and Social Organization,1,7
9,603,Community Building and Social Organization,1,13.5
9,603,Community Building and Social Organization,1,3
9,603,Community Building and Social Organization,1,9
9,603,Mechanical Engineering and Vehicle Repair,1,11
9,603,Mechanical Engineering and Vehicle Repair,1,8
9,603,Mechanical Engineering and Vehicle Repair,1,8
9,603,Mechanical Engineering and Vehicle Repair,1,7
9,603,Mechanical Engineering and Vehicle Repair,1,10
9,603,Mechanical Engineering and Vehicle Repair,1,11
9,603,Moral Philosophy and Ethical Decision-Making,1,17
9,603,Moral Philosophy and Ethical Decision-Making,1,15
9,603,Moral Philosophy and Ethical Decision-Making,1,9
9,603,Post-Apocalyptic History and Archaeology,2,9.7
9,603,Post-Apocalyptic History and Archaeology,2,10.9
9,603,Post-Apocalyptic History and Archaeology,2,7.7
9,603,Post-Apocalyptic History and Archaeology,2,11
9,603,Radiation Ecology and Environmental Science,1,8
9,603,Radiation Ecology and Environmental Science,1,6
9,603,Radiation Ecology and Environmental Science,1,8.1
9,603,Radiation Ecology and Environmental Science,1,8.6
9,603,Renewable Energy and Sustainable Living,1,5
9,603,Renewable Energy and Sustainable Living,1,3.5
9,603,Renewable Energy and Sustainable Living,1,6
9,603,Renewable Energy and Sustainable Living,1,8.5
9,603,Renewable Energy and Sustainable Living,1,3
9,603,Renewable Energy and Sustainable Living,1,10
9,603,Renewable Energy and Sustainable Living,1,6
9,603,Scavenging and Resource Management,2,15.25
9,603,Scavenging and Resource Management,2,7.25
9,603,Scavenging and Resource Management,2,13.25
9,603,Scavenging and Resource Management,2,7.25
9,603,Scavenging and Resource Management,2,11.75
9,603,Survival Skills and Wilderness Medicine,2,12
9,603,Survival Skills and Wilderness Medicine,2,11
9,603,Survival Skills and Wilderness Medicine,2,10.25
9,603,Survival Skills and Wilderness Medicine,2,10.25
9,603,Survival Skills and Wilderness Medicine,2,7.75
9,608,Art and Expression in a Post-Apocalyptic World,3,12.6
9,608,Art and Expression in a Post-Apocalyptic World,3,12
9,608,Art and Expression in a Post-Apocalyptic World,3,4.5
9,608,Art and Expression in a Post-Apocalyptic World,3,5.9
9,608,Art and Expression in a Post-Apocalyptic World,3,9
9,608,Art and Expression in a Post-Apocalyptic World,3,13.1
9,608,Art and Expression in a Post-Apocalyptic World,3,2.1
9,608,Combat Tactics and Self-Defense,2,11
9,608,Combat Tactics and Self-Defense,2,11
9,608,Combat Tactics and Self-Defense,2,3
9,608,Combat Tactics and Self-Defense,2,5
9,608,Community Building and Social Organization,1,8.5
9,608,Community Building and Social Organization,1,9
9,608,Community Building and Social Organization,1,10.5
9,608,Community Building and Social Organization,1,8.5
9,608,Community Building and Social Organization,1,10
9,608,Community Building and Social Organization,1,4.5
9,608,Community Building and Social Organization,1,7.5
9,608,Mechanical Engineering and Vehicle Repair,1,6
9,608,Mechanical Engineering and Vehicle Repair,1,10
9,608,Mechanical Engineering and Vehicle Repair,1,7
9,608,Mechanical Engineering and Vehicle Repair,1,9
9,608,Mechanical Engineering and Vehicle Repair,1,10
9,608,Mechanical Engineering and Vehicle Repair,1,9
9,608,Moral Philosophy and Ethical Decision-Making,1,11
9,608,Moral Philosophy and Ethical Decision-Making,1,10
9,608,Moral Philosophy and Ethical Decision-Making,1,11
9,608,Moral Philosophy and Ethical Decision-Making,1,15
9,608,Post-Apocalyptic History and Archaeology,2,10.6
9,608,Post-Apocalyptic History and Archaeology,2,10
9,608,Post-Apocalyptic History and Archaeology,2,9.3
9,608,Post-Apocalyptic History and Archaeology,2,7.9
9,608,Radiation Ecology and Environmental Science,1,8.6
9,608,Radiation Ecology and Environmental Science,1,3.9
9,608,Radiation Ecology and Environmental Science,1,7.6
9,608,Radiation Ecology and Environmental Science,1,0
9,608,Renewable Energy and Sustainable Living,1,5.5
9,608,Renewable Energy and Sustainable Living,1,3.5
9,608,Renewable Energy and Sustainable Living,1,4
9,608,Renewable Energy and Sustainable Living,1,13
9,608,Renewable Energy and Sustainable Living,1,3
9,608,Renewable Energy and Sustainable Living,1,3.5
9,608,Renewable Energy and Sustainable Living,1,9
9,608,Scavenging and Resource Management,2,6
9,608,Scavenging and Resource Management,2,13.5
9,608,Scavenging and Resource Management,2,13.25
9,608,Scavenging and Resource Management,2,5.25
9,608,Scavenging and Resource Management,2,13
9,608,Survival Skills and Wilderness Medicine,2,10.25
9,608,Survival Skills and Wilderness Medicine,2,11.5
9,608,Survival Skills and Wilderness Medicine,2,12.5
9,608,Survival Skills and Wilderness Medicine,2,11.5
9,608,Survival Skills and Wilderness Medicine,2,12.5
9,634,Art and Expression in a Post-Apocalyptic World,3,7.1
9,634,Art and Expression in a Post-Apocalyptic World,3,9
9,634,Art and Expression in a Post-Apocalyptic World,3,9
9,634,Art and Expression in a Post-Apocalyptic World,3,3.8
9,634,Art and Expression in a Post-Apocalyptic World,3,11.7
9,634,Art and Expression in a Post-Apocalyptic World,3,7.6
9,634,Combat Tactics and Self-Defense,2,11
9,634,Combat Tactics and Self-Defense,2,7
9,634,Combat Tactics and Self-Defense,2,7
9,634,Combat Tactics and Self-Defense,2,6
9,634,Community Building and Social Organization,1,9.5
9,634,Community Building and Social Organization,1,12
9,634,Community Building and Social Organization,1,10.5
9,634,Community Building and Social Organization,1,5
9,634,Community Building and Social Organization,1,9.5
9,634,Community Building and Social Organization,1,8
9,634,Mechanical Engineering and Vehicle Repair,1,5
9,634,Mechanical Engineering and Vehicle Repair,1,8
9,634,Mechanical Engineering and Vehicle Repair,1,11
9,634,Mechanical Engineering and Vehicle Repair,1,12
9,634,Mechanical Engineering and Vehicle Repair,1,8
9,634,Mechanical Engineering and Vehicle Repair,1,7
9,634,Moral Philosophy and Ethical Decision-Making,1,14
9,634,Moral Philosophy and Ethical Decision-Making,1,10
9,634,Moral Philosophy and Ethical Decision-Making,1,13
9,634,Moral Philosophy and Ethical Decision-Making,1,14
9,634,Post-Apocalyptic History and Archaeology,2,8.6
9,634,Post-Apocalyptic History and Archaeology,2,11
9,634,Post-Apocalyptic History and Archaeology,2,10.8
9,634,Post-Apocalyptic History and Archaeology,2,10.6
9,634,Radiation Ecology and Environmental Science,1,9.1
9,634,Radiation Ecology and Environmental Science,1,13.8
9,634,Radiation Ecology and Environmental Science,1,7.4
9,634,Radiation Ecology and Environmental Science,1,10
9,634,Renewable Energy and Sustainable Living,1,4.5
9,634,Renewable Energy and Sustainable Living,1,10
9,634,Renewable Energy and Sustainable Living,1,2.5
9,634,Renewable Energy and Sustainable Living,1,8.5
9,634,Renewable Energy and Sustainable Living,1,9
9,634,Renewable Energy and Sustainable Living,1,9
9,634,Renewable Energy and Sustainable Living,1,6.5
9,634,Scavenging and Resource Management,2,14
9,634,Scavenging and Resource Management,2,9.25
9,634,Scavenging and Resource Management,2,10.5
9,634,Scavenging and Resource Management,2,11.5
9,634,Scavenging and Resource Management,2,7.5
9,634,Survival Skills and Wilderness Medicine,2,9.25
9,634,Survival Skills and Wilderness Medicine,2,11
9,634,Survival Skills and Wilderness Medicine,2,11.5
9,634,Survival Skills and Wilderness Medicine,2,9.75
9,712,Art and Expression in a Post-Apocalyptic World,3,11.1
9,712,Art and Expression in a Post-Apocalyptic World,3,13.5
9,712,Art and Expression in a Post-Apocalyptic World,3,12.3
9,712,Art and Expression in a Post-Apocalyptic World,3,7.7
9,712,Art and Expression in a Post-Apocalyptic World,3,8.6
9,712,Art and Expression in a Post-Apocalyptic World,3,8.4
9,712,Art and Expression in a Post-Apocalyptic World,3,10
9,712,Combat Tactics and Self-Defense,2,6
9,712,Combat Tactics and Self-Defense,2,5
9,712,Combat Tactics and Self-Defense,2,10
9,712,Combat Tactics and Self-Defense,2,9
9,712,Community Building and Social Organization,1,6
9,712,Community Building and Social Organization,1,11
9,712,Community Building and Social Organization,1,8
9,712,Community Building and Social Organization,1,8.5
9,712,Community Building and Social Organization,1,8
9,712,Community Building and Social Organization,1,11
9,712,Mechanical Engineering and Vehicle Repair,1,11
9,712,Mechanical Engineering and Vehicle Repair,1,10
9,712,Mechanical Engineering and Vehicle Repair,1,9
9,712,Mechanical Engineering and Vehicle Repair,1,7
9,712,Mechanical Engineering and Vehicle Repair,1,10
9,712,Mechanical Engineering and Vehicle Repair,1,8
9,712,Moral Philosophy and Ethical Decision-Making,1,13
9,712,Moral Philosophy and Ethical Decision-Making,1,12
9,712,Moral Philosophy and Ethical Decision-Making,1,12
9,712,Post-Apocalyptic History and Archaeology,2,9.4
9,712,Post-Apocalyptic History and Archaeology,2,8.6
9,712,Post-Apocalyptic History and Archaeology,2,8.9
9,712,Post-Apocalyptic History and Archaeology,2,9.7
9,712,Radiation Ecology and Environmental Science,1,9.4
9,712,Radiation Ecology and Environmental Science,1,7.4
9,712,Radiation Ecology and Environmental Science,1,9.3
9,712,Radiation Ecology and Environmental Science,1,12.3
9,712,Renewable Energy and Sustainable Living,1,4.5
9,712,Renewable Energy and Sustainable Living,1,4
9,712,Renewable Energy and Sustainable Living,1,10
9,712,Renewable Energy and Sustainable Living,1,3
9,712,Renewable Energy and Sustainable Living,1,9
9,712,Renewable Energy and Sustainable Living,1,2.5
9,712,Renewable Energy and Sustainable Living,1,6
9,712,Scavenging and Resource Management,2,10.5
9,712,Scavenging and Resource Management,2,6.5
9,712,Scavenging and Resource Management,2,10.75
9,712,Scavenging and Resource Management,2,9.25
9,712,Scavenging and Resource Management,2,13
